,release_date,movie,distributor,domestic_box_office_to_date,trailer
446,2007-08-17,Primo Levi's Journey ,Cinema Guild,22026, 
447,2007-08-17,Sunflower ,New Yorker,23307, 
448,2007-08-19,Saving Sarah Cain ,,, 
449,2007-08-22,Hannah Takes the Stairs ,IFC First Take,22509, 
450,2007-08-24,Illegal Tender ,Universal,3054430, 
451,2007-08-24,Mr. Beanâs Holiday ,Universal,33302167, 
452,2007-08-24,The Nanny Diaries ,MGM,25926673, 
453,2007-08-24,Resurrecting the Champ ,Yari Film Group Releasing,3172382, 
454,2007-08-24,September Dawn ,Black Diamond Pictures,1066555, 
455,2007-08-24,War ,Lionsgate,22486409, 
456,2007-08-24,10 Questions for the Dalai Lama ,Monterey Media,224546, 
457,2007-08-24,Eye of the Dolphin ,Monterey Media,72210, 
458,2007-08-24,Hey Baby ,Eros Entertainment,1411065, 
459,2007-08-24,Right at Your Door ,Lionsgate,64802, 
460,2007-08-24,The Bothersome Man ,Film Movement,, 
461,2007-08-24,Closing Escrow ,Magnolia Pictures,8719, 
462,2007-08-24,Dedication ,Weinstein/Dimension,91164, 
463,2007-08-24,Deep Water ,IFC Films,271143, 
464,2007-08-24,The Hottest State ,IFC Films,31216, 
465,2007-08-24,Skid Row ,Screen Media Films,7052, 
466,2007-08-29,Balls of Fury ,Focus Features,32886940, 
467,2007-08-29,Quiet City ,600 West,15425, 
468,2007-08-31,Death Sentence ,20th Century Fox,9534258, 
469,2007-08-31,Halloween ,MGM,58269151, 
470,2007-08-31,Ladron que roba a ladron ,Lionsgate,4011254, 
471,2007-08-31,A Man Named Pearl ,Railroad Square,201603, 
472,2007-08-31,The Nines ,,63165, 
473,2007-08-31,Self Medicated ,ThinkFilm,100610, 
474,2007-08-31,Exiled ,Magnolia Pictures,51957, 
475,2007-08-31,Freshman Orientation ,Regent Releasing,10718, 
476,2007-08-31,Vanaja ,Emerging Pictures,161590, 
477,2007-09-01,Strawberry Shortcake: Let's Dance ,The Bigger Picture,, 
478,2007-09-02,3:10 to Yuma ,Lionsgate,53606916, 
479,2007-09-05,I Want Someone To Eat Cheese With ,IFC Films,194568, 
480,2007-09-07,3:10 to Yuma ,Lionsgate,53606916, 
481,2007-09-07,The Brothers Solomon ,Sony Pictures,900926, 
482,2007-09-07,Shoot 'Em Up ,New Line,12796824, 
483,2007-09-07,Darling ,Eros Entertainment,, 
484,2007-09-07,Dhamaal ,Shemaroo Entertainment,166339, 
485,2007-09-07,The Bubble ,Strand,157121, 
486,2007-09-07,Hatchet ,Anchor Bay Entertainment,175281, 
487,2007-09-07,In the Shadow of the Moon ,ThinkFilm,1134358, 
488,2007-09-07,Fierce People ,Lionsgate,85410, 
489,2007-09-07,The Hunting Party ,Weinstein Co.,876671, 
490,2007-09-07,The Inner Life of Martin Frost ,New Yorker,5114, 
491,2007-09-07,"Milarepa: Magician, Murderer, Saint ",Walking Shadows,204784, 
492,2007-09-07,Romance and Cigarettes ,Borotoro,551002, 
493,2007-09-07,The Unknown Soldier ,First Run Features,9602, 
494,2007-09-09,The Girl in the Park ,,, 
495,2007-09-12,Forever ,First Run/Icarus,25222, 
496,2007-09-14,The Brave One ,Warner Bros.,36793804, 
497,2007-09-14,Dragon Wars ,Freestyle Releasing,10977721, 
498,2007-09-14,Mr. Woodcock ,New Line,25799486, 
499,2007-09-14,Across the Universe ,Sony Pictures,24343673, 
500,2007-09-14,Eastern Promises ,Focus Features,17181265, 
501,2007-09-14,In the Valley of Elah ,Warner Bros.,6777741, 
502,2007-09-14,The King of California ,First Look,268461, 
503,2007-09-14,Moving McAllister ,First Independent Pictures,42538, 
504,2007-09-14,My Brother's Wedding ,Milestone,4294, 
505,2007-09-14,Nanhe Jaisalmer ,Eros Entertainment,, 
506,2007-09-14,The Rape of Europa ,,, 
507,2007-09-14,Return with Honor: A Missionary Homecoming ,Excel Entertainment,102171, 
508,2007-09-14,Silk ,Picturehouse,1103075, 
509,2007-09-14,Angels in the Dust ,Cinema Libre,11606, 
510,2007-09-14,December Boys ,Aura Entertainment,46474, 
511,2007-09-14,Great World of Sound ,Magnolia Pictures,22011, 
512,2007-09-14,Ira and Abby ,Magnolia Pictures,221096, 
513,2007-09-14,Pete Seeger: The Power of Song ,Weinstein Co.,178968, 
514,2007-09-14,Closing the Ring ,,, 
515,2007-09-19,The Last Winter ,IFC Films,32921, 
516,2007-09-21,Good Luck Chuck ,Lionsgate,35017297, 
517,2007-09-21,Resident Evil: Extinction ,Sony Pictures,50648679, 
518,2007-09-21,Sydney White ,Universal,11892415, 
519,2007-09-21,Dedication ,Weinstein/Dimension,91164, 
520,2007-09-21,Eastern Promises ,Focus Features,17181265, 
521,2007-09-21,The Hunting Party ,Weinstein Co.,876671, 
522,2007-09-21,In the Valley of Elah ,Warner Bros.,6777741, 
523,2007-09-21,Adrift in Manhattan ,Screen Media Films,, 
524,2007-09-21,The Assassination of Jesse James by the Coward Robert Ford ,Warner Bros.,3909149, 
525,2007-09-21,Imprint ,Linn Productions,6109, 
526,2007-09-21,Into the Wild ,Paramount Vantage,18354356, 
527,2007-09-21,The Jane Austen Book Club ,Sony Pictures Classics,3575227, 
528,2007-09-21,Antonia ,Anywhere Road Entertainment,3550, 
529,2007-09-21,The Man of My Life ,Strand,7704, 
530,2007-09-21,Beauty Remains ,Emerging Pictures,, 
531,2007-09-21,Randy and the Mob ,IFC Films,45410, 
532,2007-09-21,Transformers ,Paramount Pictures,319246193, 
533,2007-09-22,The Game Plan ,Walt Disney,90648202, 
534,2007-09-28,The Feast of Love ,MGM,3508572, 
535,2007-09-28,The Game Plan ,Walt Disney,90648202, 
536,2007-09-28,The Kingdom ,Universal,47467250, 
537,2007-09-28,December Boys ,Aura Entertainment,46474, 
538,2007-09-28,Johnny Gaddaar ,AdLab Films,, 
539,2007-09-28,Outsourced ,Lantern Lane Entertainment,161593, 
540,2007-09-28,Raising Flagg ,Cinema Libre,4109, 
541,2007-09-28,Trade ,Roadside Attractions,214202, 
542,2007-09-28,Itty Bitty Titty Committee ,Pocket Releasing,18445, 
543,2007-09-28,The Price of Sugar ,Mitropoulos Films,5000, 
544,2007-09-28,"Lust, Caution ",Focus Features,4604982, 
545,2007-09-28,Sharkwater ,Alliance Films,850920, 
546,2007-09-29,The Darjeeling Limited ,Fox Searchlight,11902715, 
547,2007-10-03,The Girl Next Door ,Moderncine,, 
548,2007-10-03,Kurt Cobain: About a Son ,Balcony Releasing,82718, 
549,2007-10-03,Lake of Fire ,ThinkFilm,25317, 
550,2007-10-04,The Orchestra of Piazza Vittorio ,Red Envelope,, 
551,2007-10-05,Feel the Noise ,Sony Pictures,5867786, 
552,2007-10-05,The Heartbreak Kid ,Paramount Pictures,36787257, 
553,2007-10-05,The Seeker: The Dark is Rising ,20th Century Fox,8794452, 
554,2007-10-05,Blade Runner ,Warner Bros.,32656328, 
555,2007-10-05,My Kid Could Paint That ,Sony Pictures Classics,231274, 
556,2007-10-05,Quebec sur Ordonnace ,Alliance Films,59535, 
557,2007-10-05,Sea Monsters: A Prehistoric Adventure ,National Geographic Entertainment,23746066, 
558,2007-10-05,Weirdsville ,Magnolia Pictures,8161, 
559,2007-10-05,Broken ,Truly Indie,, 
560,2007-10-05,Desert Bayou ,Cinema Libre,6976, 
561,2007-10-05,Finishing the Game ,IFC First Take,52850, 
562,2007-10-05,For the Bible Tells Me So ,First Run Features,312751, 
563,2007-10-05,The Good Night ,Sony Pictures,22441, 
564,2007-10-05,Michael Clayton ,Warner Bros.,49033882, 
565,2007-10-05,Sea Monsters: A Prehistoric Adventure ,National Geographic Entertainment,23746066, 
566,2007-10-10,Control ,Weinstein Co.,871577, 
567,2007-10-10,Golda's Balcony ,AV Productions,, 
568,2007-10-12,Elizabeth: The Golden Age ,Universal,16285240, 
569,2007-10-12,The Final Season ,Yari Film Group Releasing,1159691, 
570,2007-10-12,We Own the Night ,Sony Pictures,28563179, 
571,2007-10-12,Why Did I Get Married? ,Lionsgate,55204525, 
572,2007-10-12,Across the Universe ,Sony Pictures,24343673, 
573,2007-10-12,Michael Clayton ,Warner Bros.,49033882, 
574,2007-10-12,Bhool Bhulaiyaa ,Eros Entertainment,1097797, 
575,2007-10-12,La Chinoise ,Koch Lorber Films,34774, 
576,2007-10-12,Journey of a Woman ,Yash Raj Films,675102, 
577,2007-10-12,Lars and the Real Girl ,MGM,5956480, 
578,2007-10-12,Passage to Zarahemla ,Somerset Films,290379, 
579,2007-10-12,Terror's Advocate ,Magnolia Pictures,47724, 
580,2007-10-12,Berkeley ,Jung'n'Restless Films,, 
581,2007-10-12,Canvas ,Screen Media Films,35630, 
582,2007-10-12,Khadak ,Lifesize Entertainment,, 
583,2007-10-12,King Corn ,Balcony Releasing,99279, 
584,2007-10-12,Naked Boys Singing ,TLA Releasing,25526, 
585,2007-10-12,Sleuth ,Sony Pictures Classics,342895, 
586,2007-10-17,O Jerusalem ,Samuel Goldwyn Films,234480, 
587,2007-10-19,30 Days of Night ,Sony Pictures,39568996, 
588,2007-10-19,The Comebacks ,20th Century Fox,13349927, 
589,2007-10-19,"Gone, Baby, Gone ",Miramax,20300218, 
590,2007-10-19,Tim Burtonâs The Nightmare Before Christmas 3D ,Walt Disney,75069160, 
591,2007-10-19,Rendition ,New Line,9736045, 
592,2007-10-19,Sarah Landon and the Paranormal Hour ,Freestyle Releasing,817935, 
593,2007-10-19,The Ten Commandments ,Rocky Mountain Pictures,952820, 
594,2007-10-19,Things We Lost in the Fire ,Paramount Pictures,3287315, 
595,2007-10-19,Black White + Gray... ,Arthouse Films,8939, 
596,2007-10-19,Controlled Chaos ,Reliance/LoveStreaks,40289, 
597,2007-10-19,Local Color ,Monterey Media,49939, 
598,2007-10-19,Reservation Road ,Focus Features,101440, 
599,2007-10-19,Arnolds Park ,The Movie Partners,23616, 
600,2007-10-19,DarkBlueAlmostBlack ,Strand,6594, 
601,2007-10-19,Fuego ,Amadeus Pictures,, 
602,2007-10-19,The Man From Earth ,Anchor Bay Entertainment,, 
603,2007-10-19,Meeting Resistance ,International Film Circuit,20469, 
604,2007-10-19,Moondance Alexander ,The Bigger Picture,37895, 
605,2007-10-19,Out of the Blue ,IFC Films,728, 
606,2007-10-19,Wristcutters: A Love Story ,Autonomous Films,446165, 
607,2007-10-20,Dan in Real Life ,Walt Disney,47642963, 
608,2007-10-24,Lagerfeld Confidential ,Koch Lorber Films,67500, 
609,2007-10-26,Dan in Real Life ,Walt Disney,47642963, 
610,2007-10-26,Saw IV ,Lionsgate,63300095, 
611,2007-10-26,Bella ,Roadside Attractions,8093373, 
612,2007-10-26,Black Irish ,Anywhere Road Entertainment,6900, 
613,2007-10-26,Jab We Met ,Studio 18,, 
614,2007-10-26,Mr. Untouchable ,Magnolia Pictures,103590, 
615,2007-10-26,Music Within ,MGM,153205, 
616,2007-10-26,The Rocket Post ,Hannover House,, 
617,2007-10-26,Slipstream ,Strand,6273, 
618,2007-10-26,Before the Devil Knows You're Dead ,ThinkFilm,7085511, 
619,2007-10-26,Jimmy Carter: Man From Plains ,Sony Pictures Classics,108807, 
620,2007-10-26,The Island ,Film Movement,, 
621,2007-10-26,Rails & Ties ,Warner Bros.,22136, 
622,2007-10-26,How to Cook Your Life ,Roadside Attractions,840987, 
623,2007-10-31,Smother ,Variance Films,, 
624,2007-11-02,American Gangster ,Universal,130164645, 
625,2007-11-02,Bee Movie ,Paramount Pictures,126631277, 
626,2007-11-02,The Martian Child ,New Line,7500310, 
627,2007-11-02,The Tracey Fragments ,,33183, 
628,2007-11-02,Wristcutters: A Love Story ,Autonomous Films,446165, 
629,2007-11-02,The Bodybuilder and I ,,, 
630,2007-11-02,Joe Strummer: The Future is Unwritten ,Sony Pictures,248182, 
631,2007-11-02,Quantum Hoops ,,7075, 
632,2007-11-02,Surviving My Mother ,,222555, 
633,2007-11-02,Love and Honor ,Eleven Arts,60910, 
634,2007-11-02,Darfur Now ,Warner Independent,109107, 
635,2007-11-02,Diva ,MGM,2678103, 
636,2007-11-02,Fat Girls ,Regent Releasing,11204, 
637,2007-11-02,Park ,Mello Releasing,, 
638,2007-11-06,Bon Jovi: The Lost Highway ,The Bigger Picture,35000, 
639,2007-11-07,The Education of Charlie Banks ,Anchor Bay Entertainment,15078, 
640,2007-11-09,Fred Claus ,Warner Bros.,72006777, 
641,2007-11-09,Lions for Lambs ,United Artists,14998070, 
642,2007-11-09,P2 ,Summit Entertainment,6348315, 
643,2007-11-09,Darfur Now ,Warner Independent,109107, 
644,2007-11-09,After Dark's Horrorfest 2007 ,Freestyle Releasing,874635, 
645,2007-11-09,Christmas in Wonderland ,Yari Film Group Releasing,78566, 
646,2007-11-09,Electric Apricot ,National Lampoon Distr.,, 
647,2007-11-09,Holly ,Priority Films,163069, 
648,2007-11-09,I'll Believe You ,Stand Up Films,12010, 
649,2007-11-09,Mr. Blue Sky ,Rocky Mountain Pictures,5713, 
650,2007-11-09,No Country for Old Men ,Miramax,74273505, 
651,2007-11-09,Om Shanti Om ,Eros Entertainment,3597372, 
652,2007-11-09,Saawariya ,Sony Pictures,885574, 
653,2007-11-09,The Sensation of Sight ,Monterey Media,23457, 
654,2007-11-09,Choking Man ,International Film Circuit,5474, 
655,2007-11-09,The Life of Reilly ,Reel Diva Consultants,40227, 
656,2007-11-09,Steal a Pencil for Me ,Seventh Art Releasing,18918, 
657,2007-11-09,War Dance ,ThinkFilm,115210, 
658,2007-11-14,Southland Tales ,Samuel Goldwyn Films,275380, 
659,2007-11-16,Beowulf ,Paramount Pictures,82280579, 
660,2007-11-16,Love in the Time of Cholera ,New Line,4617608, 
661,2007-11-16,Mr. Magorium's Wonder Emporium ,20th Century Fox,32061555, 
662,2007-11-16,Conversations with My Gardener ,,93604, 
663,2007-11-16,Margot at the Wedding ,Paramount Vantage,1959420, 
664,2007-11-16,Redacted ,Magnolia Pictures,65388, 
665,2007-11-16,What Would Jesus Buy? ,Warrior Poets,200010, 
666,2007-11-16,Red Balloon ,Janus Films,230807, 
667,2007-11-16,White Mane ,Janus Films,, 
668,2007-11-16,Smiley Face ,First Look,9397, 
669,2007-11-16,Eleven Men Out ,Regent Releasing,1302, 
670,2007-11-16,Beowulf ,Paramount Pictures,82280579, 
671,2007-11-17,August Rush ,Warner Bros.,31664162, 
672,2007-11-19,The Beyonce Experience ,The Bigger Picture,, 
673,2007-11-21,August Rush ,Warner Bros.,31664162, 
674,2007-11-21,Enchanted ,Walt Disney,127706877, 
675,2007-11-21,Hitman ,20th Century Fox,39687694, 
676,2007-11-21,The Mist ,MGM,25593755, 
677,2007-11-21,This Christmas ,Sony Pictures,49121934, 
678,2007-11-21,No Country for Old Men ,Miramax,74273505, 
679,2007-11-21,Dhan Dhana Dhan Goal ,UTV Communications,125547, 
680,2007-11-21,Iâm Not There ,Weinstein Co.,4017609, 
681,2007-11-21,Yiddish Theater: A Love Story ,New Love Films,39081, 
682,2007-11-21,Nina's Heavenly Delights ,Regent Releasing,9936, 
683,2007-11-23,Everything's Cool: A Toxic Comedy About Global Warming ,City Lights Pictures,4890, 
684,2007-11-23,Midnight Eagle ,Strand,7116, 
685,2007-11-23,Starting Out in the Evening ,Roadside Attractions,902115, 
686,2007-11-25,Sure Shot Dombrowski ,,3500, 
687,2007-11-28,The Savages ,Fox Searchlight,6623082, 
688,2007-11-30,Awake ,Weinstein Co.,14373825, 
689,2007-11-30,Aaja Nachle ,Yash Raj Films,484108, 
690,2007-11-30,Divine Intervention ,Bullz Eye,1485, 
691,2007-11-30,Intervention ,Alliance Films,279, 
692,2007-11-30,The Last Door ,Alliance Films,488, 
693,2007-11-30,The Rocket: The Legend of Rocket Richard ,Palm Pictures,, 
694,2007-11-30,The Sasquatch Gang ,Screen Media Films,9458, 
695,2007-11-30,Badland ,Arcangelo Entertainment,1924, 
696,2007-11-30,Chronicle of an Escape ,IFC Films,2370, 
697,2007-11-30,He Was a Quiet Man ,Mitropoulos Films,2431, 
698,2007-11-30,Oswald's Ghost ,Seventh Art Releasing,1796, 
699,2007-11-30,Protagonist ,IFC Films,13850, 
700,2007-11-30,The Diving Bell and the Butterfly ,Miramax,5990075, 
701,2007-11-30,Sex and Breakfast ,First Look,, 
702,2007-11-30,Tony N' Tina's Wedding ,Emerging Pictures,, 
703,2007-12-01,His Dark Materials: The Golden Compass ,New Line,70107728, 
704,2007-12-05,Juno ,Fox Searchlight,143495265, 
705,2007-12-05,Billy the Kid ,Elephant Eye Films,43129, 
706,2007-12-05,The Violin ,Film Movement,65298, 
707,2007-12-07,L'Ã¢ge des tÃ©nÃ¨bres ,,1491525, 
708,2007-12-07,His Dark Materials: The Golden Compass ,New Line,70107728, 
709,2007-12-07,Aida at La Scala ,Emerging Pictures,222927, 
710,2007-12-07,Atonement ,Focus Features,50980159, 
711,2007-12-07,Dus Kahaniyaan ,Eros Entertainment,219071, 
712,2007-12-07,It's a Boy-Girl Thing ,Icon Film Distribution,848, 
713,2007-12-07,Man in the Chair ,Outsider,, 
714,2007-12-07,NoÃ«lle ,Gener8xion Entertainment,257868, 
715,2007-12-07,Revolver ,Samuel Goldwyn Films,84738, 
716,2007-12-07,The Singing Revolution ,Abramorama Films,426855, 
717,2007-12-07,Strength and Honour ,Slowhand Cinema,51933, 
718,2007-12-07,Timber Falls ,Slowhand Cinema,, 
719,2007-12-07,'Tis Autumn: The Search for Jackie Paris ,Outsider,1476, 
720,2007-12-07,The Amateurs ,Bauer Martinez,16334, 
721,2007-12-07,Dirty Laundry ,The Bigger Picture,20138, 
722,2007-12-07,Grace Is Gone ,Weinstein Co.,50080, 
723,2007-12-07,Looking for Cheyenne ,Regent Releasing,973, 
724,2007-12-07,The Walker ,ThinkFilm,79698, 
725,2007-12-12,The Perfect Holiday ,Yari Film Group Releasing,5812781, 
726,2007-12-12,Nanking ,ThinkFilm,161182, 
727,2007-12-14,Alvin and the Chipmunks ,20th Century Fox,217326974, 
728,2007-12-14,I am Legend ,Warner Bros.,256393010, 
729,2007-12-14,Atonement ,Focus Features,50980159, 
730,2007-12-14,Arranged ,Film Movement,20636, 
731,2007-12-14,The Kite Runner ,Paramount Vantage,15800078, 
732,2007-12-14,Look ,Captured Films,16136, 
733,2007-12-14,Shotgun Stories ,International Film Circuit,46026, 
734,2007-12-14,Goodbye Bafana ,Paramount Vantage,, 
735,2007-12-14,Half Moon ,Strand,2528, 
736,2007-12-14,Youth Without Youth ,Sony Pictures Classics,239495, 
737,2007-12-14,I am Legend ,Warner Bros.,256393010, 
738,2007-12-19,Flakes ,IFC Films,778, 
739,2007-12-21,Charlie Wilson's War ,Universal,66661095, 
740,2007-12-21,National Treasure: Book of Secrets ,Walt Disney,219961501, 
741,2007-12-21,"P.S., I Love You ",Warner Bros.,53695808, 
742,2007-12-21,Sweeney Todd: The Demon Barber of Fleet Street ,Paramount Pictures,52898073, 
743,2007-12-21,Walk Hard: The Dewey Cox Story ,Sony Pictures,18317151, 
744,2007-12-21,Taare Zameen Par ,UTV Communications,1223869, 
745,2007-12-21,Welcome ,Studio 18,, 
746,2007-12-21,Blonde Ambition ,First Look,6422, 
747,2007-12-21,Steep ,Sony Pictures Classics,259840, 
748,2007-12-25,Aliens vs. Predator - Requiem ,20th Century Fox,41797066, 
749,2007-12-25,The Great Debaters ,Weinstein Co.,30226144, 
750,2007-12-25,The Water Horse: Legend of the Deep ,Sony Pictures,40412817, 
751,2007-12-25,The Bucket List ,Warner Bros.,93466502, 
752,2007-12-25,Persepolis ,Sony Pictures Classics,4443403, 
753,2007-12-25,Imaginary Witness: Hollywood and the Holocaust ,Shadow,21507, 
754,2007-12-26,There Will Be Blood ,Paramount Vantage,40222514, 
755,2007-12-28,The Orphanage ,Picturehouse,7159147, 
756,2007-12-28,Honeydripper ,Emerging Pictures,267880, 
757,2008-01-02,The Killing of John Lennon ,IFC First Take,6975, 
758,2008-01-04,One Missed Call ,Warner Bros.,26890041, 
759,2008-01-04,Guta-yubalja-deul ,Imaginasian,249, 
760,2008-01-04,Undoing ,Indican Pictures,44999, 
761,2008-01-09,Woman on the Beach ,New Yorker,21957, 
762,2008-01-09,The Business of Being Born ,International Film Circuit,69348, 
763,2008-01-10,Naming Number Two ,Cyan,, 
764,2008-01-11,First Sunday ,Sony Pictures,37931869, 
765,2008-01-11,In the Name of the King: A Dungeon Siege Tale ,Freestyle Releasing,4775656, 
766,2008-01-11,The Pirates Who Don't Do Anything: A VeggieTales Movie ,Universal,12981269, 
767,2008-01-11,The Bucket List ,Warner Bros.,93466502, 
768,2008-01-11,The Orphanage ,Picturehouse,7159147, 
769,2008-01-11,Times and Winds ,Atlantik Films,6176, 
770,2008-01-11,Running with Arnold ,Lantern Lane Entertainment,2119, 
771,2008-01-11,I for India ,First Run/Icarus,386, 
772,2008-01-13,27 Dresses ,20th Century Fox,76808654, 
773,2008-01-17,Yesterday Was a Lie ,,, 
774,2008-01-18,27 Dresses ,20th Century Fox,76808654, 
775,2008-01-18,All Hat ,,15198, 
776,2008-01-18,Cloverfield ,Paramount Pictures,80048433, 
777,2008-01-18,Mad Money ,Overture Films,20668843, 
778,2008-01-18,Last Year at Marienbad ,Rialto Pictures,209979, 
779,2008-01-18,Blonde and Blonder ,Empire Pictures,38848, 
780,2008-01-18,Bombay to Bangkok ,Eros Entertainment,, 
781,2008-01-18,Cassandra's Dream ,Weinstein Co.,973018, 
782,2008-01-18,Little Chenier ,Slowhand Cinema,87939, 
783,2008-01-18,Beaufort ,Kino International,102342, 
784,2008-01-18,Day Zero ,First Look,16659, 
785,2008-01-18,Still Life ,New Yorker,75985, 
786,2008-01-18,Taxi to the Dark Side ,ThinkFilm,274661, 
787,2008-01-18,Teeth ,Roadside Attractions,347578, 
788,2008-01-18,Tristan und Isolde at La Scala ,The Bigger Picture,50172, 
789,2008-01-18,Summer Palace ,Palm Pictures,62707, 
790,2008-01-18,Momma's Man ,ThinkFilm,98672, 
